ShortName,LongName,Issn
WATER RESOURCES AND INDUSTRY,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",2212-3717
WATER RESOURCES MANAGEMENT,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0920-4741
WATER RESOURCES RESEARCH,"AMER GEOPHYSICAL UNION, 2000 FLORIDA AVE NW, WASHINGTON, USA, DC, 20009",0043-1397
WATER SA,"WATER RESEARCH COMMISSION, PO BOX 824, PRETORIA, SOUTH AFRICA, 0001",0378-4738
WATER SCIENCE AND ENGINEERING,"EDITORIAL BOARD WATER SCIENCE & ENGINEERING, 1 XIKANG RD, NANJING, PEOPLES R CHINA, 210024",1674-2370
WATER SCIENCE AND TECHNOLOGY,"IWA PUBLISHING, ALLIANCE HOUSE, 12 CAXTON ST, LONDON, ENGLAND, SW1H0QS",0273-1223
WATER SCIENCE AND TECHNOLOGY-WATER SUPPLY,"IWA PUBLISHING, ALLIANCE HOUSE, 12 CAXTON ST, LONDON, ENGLAND, SW1H0QS",1606-9749
WATERBIRDS,"WATERBIRD SOC, NATL MUSEUM NATURAL HISTORY SMITHSONIAN INST, WASHINGTON, USA, DC, 20560",1524-4695
WAVE MOTION,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",0165-2125
WAVES IN RANDOM AND COMPLEX MEDIA,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",1745-5030
WCS WORKING PAPERS,"WILDLIFE CONSERVATION SOC, INT CONSERVATION, 2300 SOUTHERN BOULEVARD, BRONX, USA, NY, 10460",1530-4426
WEAR,"ELSEVIER SCIENCE SA, PO BOX 564, LAUSANNE, SWITZERLAND, 1001",0043-1648
WEATHER,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0043-1656
WEATHER AND CLIMATE,"METEOROLOGICAL SOC NEW ZEALAND, PO BOX 6523, WELLINGTON, NEW ZEALAND, 6011",0111-5499
WEATHER AND FORECASTING,"AMER METEOROLOGICAL SOC, 45 BEACON ST, BOSTON, USA, MA, 02108-3693",0882-8156
WEATHER CLIMATE AND SOCIETY,"AMER METEOROLOGICAL SOC, 45 BEACON ST, BOSTON, USA, MA, 02108-3693",1948-8327
WEB ECOLOGY,"COPERNICUS GESELLSCHAFT MBH, BAHNHOFSALLEE 1E, GOTTINGEN, GERMANY, 37081",2193-3081
WEB INTELLIGENCE,"IOS PRESS, NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG",2405-6456
WEBBIA,"MUSEO BOTANICO DELL UNIV, VIA G LA PIRA, 4, FLORENCE, ITALY, 00000",0083-7792
WEED BIOLOGY AND MANAGEMENT,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1444-6162
WEED RESEARCH,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0043-1737
WEED SCIENCE,"WEED SCI SOC AMER, 810 EAST 10TH ST, LAWRENCE, USA, KS, 66044-8897",0043-1745
WEED TECHNOLOGY,"WEED SCI SOC AMER, 810 EAST 10TH ST, LAWRENCE, USA, KS, 66044-8897",0890-037X
WEEVIL NEWS,"CURCULIO-INST, WECKENSTR 15, HANNOVER, GERMANY, D-30451",1615-3472
WEIMARER BEITRAGE,"PASSAGEN VERLAG GES MBH, WALFISCHGASSE 15/14, VIENNA, AUSTRIA, A-1010",0043-2199
WEISHENGWU XUEBAO,"SCIENCE PRESS, 16 DONGHUANGCHENGGEN NORTH ST, BEIJING, PEOPLES R CHINA, 100717",0001-6209
WELDING IN THE WORLD,"SPRINGER HEIDELBERG, TIERGARTENSTRASSE 17, HEIDELBERG, GERMANY, D-69121",0043-2288
WELDING JOURNAL,"AMER WELDING SOC, 550 N W LEJEUNE RD, MIAMI, USA, FL, 33126",0043-2296
WELSH BIRDS,"WELSH ORNITHOLOGICAL SOC, C/O A. WILLIAMS (TREASURER), 30 FAIRFIELD, PENPERLLENI, PONTYPOOL, ENGLAND, GWENT, NP4 0AQ",1359-1649
WELSH HISTORY REVIEW,"UNIV WALES PRESS, 10 COLUMBUS WALK, BRIGANTINE PLACE, CARDIFF, WALES, CF10 4UP",0043-2431
WELT DER SLAVEN-HALBJAHRESSCHRIFT FUR SLAVISTIK,"OTTO SAGNER VERLAG, C/O KUBON & SAGNER, BUCHEXPORT-IMPORT GMBH, MUNICH, GERMANY, D-80328",0043-2520
WELT DES ISLAMS,"BRILL ACADEMIC PUBLISHERS, PLANTIJNSTRAAT 2, P O BOX 9000, LEIDEN, NETHERLANDS, 2300 PA",0043-2539
WELT DES ORIENTS,"VANDENHOECK & RUPRECHT, THEATERSTRASSE 13,, GOTTINGEN, GERMANY, D-37073",0043-2547
WERKWINKEL-JOURNAL OF LOW COUNTRIES AND SOUTH AFRICAN STUDIES,"DE GRUYTER OPEN LTD, BOGUMILA ZUGA 32A ST, WARSAW, POLAND, 01-811",1896-3307
WEST 86TH-A JOURNAL OF DECORATIVE ARTS DESIGN HISTORY AND MATERIAL CULTURE,"UNIV CHICAGO PRESS, 1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954",2153-5531
WEST AFRICAN JOURNAL OF APPLIED ECOLOGY,"UNIV GHANA, ECOLOGICAL LAB, BOX LG 59, LEGON, GHANA, 00000",0855-4307
WEST EUROPEAN POLITICS,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0140-2382
WEST INDIAN MEDICAL JOURNAL,"UNIV WEST INDIES FACULTY MEDICAL SCIENCES, MONA CAMPUS, KINGSTON, JAMAICA, 7",0043-3144
WEST MIDLAND BIRD CLUB ANNUAL REPORT,"WEST MIDLAND BIRD CLUB, PO BOX 1, STUDLEY, ENGLAND, WARWICKSHIRE, B80 7JG",0963-312X
WESTERLY,"CENT STUDIES AUSTRALIAN LIT, UNIV WESTERN AUSTRALIA, NEDLANDS, AUSTRALIA, WEST AUSTRALIA, 6009",0043-342X
WESTERN AMERICAN LITERATURE,"UTAH STATE UNIV, WESTERN LIT ASSOC UMC 32, LOGAN, USA, UT, 84322",0043-3462
WESTERN AUSTRALIAN NATURALIST,"WESTERN AUSTRALIAN NATURALISTS  CLUB, P O BOX 8254, PERTH BUSINESS CENTRE, AUSTRALIA, WA, 6849",0726-9609
WESTERN AUSTRALIAN WILDLIFE MANAGEMENT PROGRAM,"WESTERN AUSTRALIA DEPT CONSERVATION & LAND MANAGEMENT, C/O DR  S  SHEA, EXECUTIVE DIRECTOR, 50 HAYMAN ROAD  P. O. BOX 104, COMO, AUSTRALIA, WA, 6152, 00000",0816-9713
WESTERN BIRDS,"WESTERN FIELD ORNITHOLOGISTS, C/O DORI MYERS, TREASURER/MEMBERSHIP SECRETARY, 6011 SADDLETREE LANE, YORBA LINDA, USA, CA, 92886",0160-1121
WESTERN FOLKLORE,"CALIFORNIA FOLKLORE SOC, WESTERN FOLKLORE DEPT OF ENGL/FOREIGN LANGUAGES 3801 W.TEMPLE AVENUE, POMONA, USA, CA, 91768-4010",0043-373X
WESTERN HISTORICAL QUARTERLY,"OXFORD UNIV PRESS INC, JOURNALS DEPT, 2001 EVANS RD, CARY, USA, NC, 27513",0043-3810
WESTERN HUMANITIES REVIEW,"UNIV UTAH DEPT ENGLISH, 255 SOUTH CENTRAL CAMPUS DR, RM 3500, SALT LAKE CITY, USA, UT, 84112-0494",0043-3845
WESTERN INDIAN OCEAN JOURNAL OF MARINE SCIENCE,"WESTERN INDIAN OCEAN MARINE SCIENCE ASSOC-WIOMSA, PO BOX 3298, ZANZIBAR, TANZANIA, 00000",0856-860X
WESTERN JOURNAL OF EMERGENCY MEDICINE,"WESTJEM, C/O SHAHRAM LOTFIPOUR, MD, MPH, 333 CITY BLVD W STE 640, RT 128-01, ORANGE, USA, CA, 92868",1936-900X
WESTERN JOURNAL OF LEGAL STUDIES,"UNIV WESTERN ONTARIO, JOSEPHINE SPENCER NIBLETT BLDG, 1151 RICHMOND ST N, LONDON, CANADA, ONTARIO, N6A 3K7",1927-9132
WESTERN JOURNAL OF NURSING RESEARCH,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0193-9459
WESTERN NORTH AMERICAN NATURALIST,"BRIGHAM YOUNG UNIV, 290 LIFE SCIENCE MUSEUM, PROVO, USA, UT, 84602",1527-0904
WESTERN PACIFIC SURVEILLANCE AND RESPONSE,"WORLD HEALTH ORGANIZATION, REGIONAL OFFICE WESTERN PACIFIC, PO BOX 2932, MANILA, PHILIPPINES, 1000",2094-7321
WESTERN SOCIETY OF MALACOLOGISTS ANNUAL REPORT,"WESTERN SOC MALACOLOGISTS, DEPT ZOOLOGY, C/O CYNTHIA D. TROWBRIDGE, TREASURER, OREGON STATE UNIV, HATFIELD MARINE SCIENCE CTR, NEWPORT, USA, OR, 97365",0361-1175
WETA,"ENTOMOLOGICAL SOC NEW ZEALAND, C/O DRS T.K. CROSBY & G.W. RAMSAY, LIBRARIAN/BUSINESS MANAGERS, LANDCARE RESEARCH,, AUCKLAND, NEW ZEALAND",0111-7696
WETLANDS,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0277-5212
WETLANDS ECOLOGY AND MANAGEMENT,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",0923-4861
WETLANDS INTERNATIONAL CORMORANT RESEARCH GROUP BULLETIN,"WETLANDS INT CORMORANT RESEARCH GROUP, C/O INST FOR INLAND WATER MANAGEMENT & WASTEWATER TREATMENT (RIZA), P.O. BOX 17, LELYSTAD, NETHERLANDS, NL-8200 AA",1029-1024
WETLANDS INTERNATIONAL SEADUCK SPECIALIST GROUP BULLETIN,"WETLANDS INT SEADUCK SPECIALIST GROUP, DEPT COASTAL ZONE ECOLOGY, DEPT COA, C/O STEFAN PIHL (CO-ORDINATOR) , NATIONAL ENV RESEARCH INST, KALO, RONDE, DENMARK, DK-8410",1028-2947
WHO DRUG INFORMATION,"WORLD HEALTH ORGANIZATION, MARKETING AND DISSEMINATION, GENEVA 27, SWITZERLAND, CH-1211",1010-9609
WHO TECHNICAL REPORT SERIES,"WORLD HEALTH ORGANIZATION, DISTRIBUTION & SALES SERVICE, GENEVA, SWITZERLAND, 1211 27",0512-3054
WIADOMOSCI BOTANICZNE,"INST BOTANIKI IM W SZAFERA, POLSKA AKAD NAUK, UL. LUBICZ 46, CRACOW, POLAND, 00000",0043-5090
WIADOMOSCI EKOLOGICZNE,"INST EKOLOGII PAN, DZIEKANOW LESNY, LOMIANKI, POLAND, 00000",0013-2969
WIADOMOSCI ENTOMOLOGICZNE,"POLSKIE TOWARZYSTWO ENTOMOLOGICZNE, UL. DABROWSKIEGO 159, POZNAN, POLAND, 60-594",0138-0737
WIENER KLINISCHE WOCHENSCHRIFT,"SPRINGER WIEN, SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201",0043-5325
WIENER MEDIZINISCHE WOCHENSCHRIFT,"SPRINGER WIEN, SACHSENPLATZ 4-6, PO BOX 89, WIEN, AUSTRIA, A-1201",0043-5341
WIENER TIERARZTLICHE MONATSSCHRIFT,"B W K  PUBLISHING SOLUTIONS & VERLAG, BARMHERZIGENGASSE 17, STG 3, OFFICE 5, WIEN, AUSTRIA, A-1030",0043-535X
WILDERNESS & ENVIRONMENTAL MEDICINE,"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, USA, NY, 10010-1710",1080-6032
WILDFOWL,"WILDFOWL & WETLANDS TRUST, SLIMBRIDGE, UK, GLOS, GL2 7BT",0954-6324
WILDLIFE BIOLOGY,"WILDLIFE BIOLOGY, C/O JAN BERTELSEN, GRENAAVEJ 14, KALO, RONDE, DENMARK, DK-8410",0909-6396
WILDLIFE BIOLOGY IN PRACTICE,"SOC PORTUGUESA VIDA SELVAGEM, APARTADO 16, EC QUIAIOS, FIGUEIRA DA FOZ, PORTUGAL, 3081-101",1646-2742
WILDLIFE MANAGEMENT BULLETIN OF THE CAESAR KLEBERG WILDLIFE RESEARCH INSTITUTE,"CAESAR KLEBERG WILDLIFE RESEARCH INST, CAMPUS BOX 218, KINGSVILLE, USA, TX, 78363",1070-7980
WILDLIFE MIDDLE EAST NEWS,"WILDLIFE MIDDLE EAST, C/O DECLAN O DONOVAN, WADI AL SAFA WILDLIFE CENTRE, PO BOX 1143, KARAJ, IRAN, 31585",1990-8237
WILDLIFE MONOGRAPHS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0084-0173
WILDLIFE RESEARCH,"CSIRO PUBLISHING, UNIPARK, BLDG 1, LEVEL 1, 195 WELLINGTON RD, LOCKED BAG 10, CLAYTON, AUSTRALIA, VIC, 3168",1035-3712
WILDLIFE SOCIETY BULLETIN,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1938-5463
WILDLIFE SOUND,"WILDLIFE SOUND RECORDING SOC, C/O PETER LINDSLEY, HON. SECRETARY, OAK LODGE, CROMER RD, WEST RUNTON, NORFOLK, NR27 9QT, ENGLAND",0963-3251
WILDLIFE TECHNICAL PUBLICATION OF THE CAESAR KLEBERG WILDLIFE RESEARCH INSTITUTE,"CAESAR KLEBERG WILDLIFE RESEARCH INST, CAMPUS BOX 218, KINGSVILLE, USA, TX, 78363",****-****
WILDLIFE WORKING REPORT,"BRITISH COLUMBIA MINISTRY WATER, LAND AIR PROTECTION, P.O. BOX 9338, VICTORIA, CANADA, BC, V8W 9M1",0831-4330
WILEY INTERDISCIPLINARY REVIEWS-CLIMATE CHANGE,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1757-7780
WILEY INTERDISCIPLINARY REVIEWS-COGNITIVE SCIENCE,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1939-5078
WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1759-0876
WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL STATISTICS,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1939-0068
WILEY INTERDISCIPLINARY REVIEWS-DATA MINING AND KNOWLEDGE DISCOVERY,"WILEY PERIODICALS, INC, ONE MONTGOMERY ST, SUITE 1200, SAN FRANCISCO, USA, CA, 94104",1942-4787
WILEY INTERDISCIPLINARY REVIEWS-DEVELOPMENTAL BIOLOGY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1759-7684
WILEY INTERDISCIPLINARY REVIEWS-ENERGY AND ENVIRONMENT,"WILEY PERIODICALS, INC, ONE MONTGOMERY ST, SUITE 1200, SAN FRANCISCO, USA, CA, 94104",2041-8396
WILEY INTERDISCIPLINARY REVIEWS-NANOMEDICINE AND NANOBIOTECHNOLOGY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1939-5116
WILEY INTERDISCIPLINARY REVIEWS-RNA,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1757-7004
WILEY INTERDISCIPLINARY REVIEWS-SYSTEMS BIOLOGY AND MEDICINE,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1939-5094
WILEY INTERDISCIPLINARY REVIEWS-WATER,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",****-****
WILLDENOWIA,"BOTANISCHER GARTEN & BOTANISCHE MUSEUM BERLIN-DAHLEM, FREIE UNIV BERLIN, KOENIGIN-LUISE-STRASSE 6-8, BERLIN, GERMANY, D-14191",0511-9618
WILLIAM AND MARY QUARTERLY,"INST EARLY AMER HIST CULT, BOX 220, WILLIAMSBURG, USA, VA, 23187",0043-5597
WILLIAMSONIA,"MICHIGAN ODONATA SURVEY, C/O MUSEUM  ZOOLOGY-INSECT DIV, UNIV MICHIGAN, ANN ARBOR, USA, MI, 48109-1079",****-****
WILSON JOURNAL OF ORNITHOLOGY,"WILSON ORNITHOLOGICAL SOC, 5400 BOSQUE BLVD, STE 680, WACO, USA, TX, 76710",1559-4491
WILTSHIRE ARCHAEOLOGICAL AND NATURAL HISTORY MAGAZINE,"WILTSHIRE ARCHAEOLOGICAL NATURAL HISTORY SOC, THE MUSEUM, 41 LONG ST, DEVIZES, ENGLAND, SN10 1NS",0262-6608
WIND AND STRUCTURES,"TECHNO-PRESS, PO BOX 33, YUSEONG, DAEJEON, SOUTH KOREA, 305-600",1226-6116
WIND ENERGY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1095-4244
WIND ENGINEERING,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0309-524X
WINTERTHUR PORTFOLIO-A JOURNAL OF AMERICAN MATERIAL CULTURE,"UNIV CHICAGO PRESS, 1427 E 60TH ST, CHICAGO, USA, IL, 60637-2954",0084-0416
WIRELESS COMMUNICATIONS & MOBILE COMPUTING,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1530-8669
WIRELESS NETWORKS,"SPRINGER, VAN GODEWIJCKSTRAAT 30, DORDRECHT, NETHERLANDS, 3311 GZ",1022-0038
WIRELESS PERSONAL COMMUNICATIONS,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0929-6212
WIRELESS POWER TRANSFER,"CAMBRIDGE UNIV PRESS, EDINBURGH BLDG, SHAFTESBURY RD, CAMBRIDGE, ENGLAND, CB2 8RU",2052-8418
WISCONSIN DEPARTMENT OF NATURAL RESOURCES RESEARCH REPORT,"WISCONSIN DEPT NATURAL RESOURCES, P O BOX 7921, MADISON, USA, WI, 53707",0084-0556
WISCONSIN DEPARTMENT OF NATURAL RESOURCES TECHNICAL BULLETIN,"WISCONSIN DEPT NATURAL RESOURCES, P O BOX 7921, MADISON, USA, WI, 53707",0084-0564
WISCONSIN LAW REVIEW,"UNIV WISCONSIN LAW SCHOOL, 975 BASCOM MALL, MADISON, USA, WI, 53706",0043-650X
WISSENSCHAFTLICHES JAHRBUCH DER TIROLER LANDESMUSEEN,"STUDIENVERLAG, ERLERSTR 10, INNSBRUCK, AUSTRIA, A-6020",****-****
WIWO REPORT,"WIWO, P. O. BOX 925, ZEIST, NETHERLANDS, 3700 AX",1385-3287
WOCHENBLATT FUR PAPIERFABRIKATION,"DEUTSCHER FACHVERLAG GMBH, MAINZER LANDSTRASSE 251, FRANKFURT MAIN, GERMANY, 60328",0043-7131
WOMANS ART JOURNAL,"OLD CITY PUBLISHING INC, 628 NORTH 2ND ST, PHILADELPHIA, USA, PA, 19123",0270-7993
WOMEN & CRIMINAL JUSTICE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0897-4454
WOMEN & HEALTH,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0363-0242
WOMEN & THERAPY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0270-3149
WOMEN AND BIRTH,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",1871-5192
WOMEN IN JUDAISM-A MULTIDISCIPLINARY JOURNAL,"UNIV TORONTO PRESS INC, JOURNALS DIVISION, 5201 DUFFERIN ST, DOWNSVIEW, TORONTO, CANADA, ON, M3H 5T8",1209-9392
WOMEN-A CULTURAL REVIEW,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0957-4042
WOMENS HEALTH,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",1745-5057
WOMENS HEALTH ISSUES,"ELSEVIER SCIENCE INC, 360 PARK AVE SOUTH, NEW YORK, USA, NY, 10010-1710",1049-3867
WOMENS HISTORY REVIEW,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0961-2025
WOMENS STUDIES IN COMMUNICATION,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0749-1409
WOMENS STUDIES INTERNATIONAL FORUM,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",0277-5395
WOMENS STUDIES-AN INTERDISCIPLINARY JOURNAL,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0049-7878
WOMENS WRITING,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0969-9082
WOOD AND FIBER SCIENCE,"SOC WOOD SCI TECHNOL, ONE GIFFORD PINCHOT DR, MADISON, USA, WI, 53705",0735-6161
WOOD MATERIAL SCIENCE & ENGINEERING,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",1748-0272
WOOD RESEARCH,"SLOVAK FOREST PRODUCTS RESEARCH INST, LAMACSKA CESTA 3, BRATISLAVA, SLOVAKIA, SK-841 04",1336-4561
WOOD SCIENCE AND TECHNOLOGY,"SPRINGER, 233 SPRING ST, NEW YORK, USA, NY, 10013",0043-7719
WOODCOCK AND SNIPE SPECIALIST GROUP NEWSLETTER,"WOODCOCK SNIPE SPECIALIST GROUP, C/O DR. YVES FERRAND, OFFICE NATIONAL CHASSE FAUNE SAUVAGE, RESEARCH DEPT - MIGRATORY BIRDS UNIT, B, LE PERRAY-EN-YVELINES, FRANCE, F-78610",****-****
WORD & IMAGE,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0266-6286
WORD STRUCTURE,"EDINBURGH UNIV PRESS, THE TUN-HOLYROOD RD, 12 2F JACKSONS ENTRY, EDINBURGH, SCOTLAND, EH8 8PJ",1750-1245
WORDSWORTH CIRCLE,"ED INST BOSTON UNIV, 143 BAY STATE RD, RM 212, BOSTON, USA, MA, 02215",0043-8006
WORK AGING AND RETIREMENT,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",2054-4642
WORK AND OCCUPATIONS,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",0730-8884
WORK AND STRESS,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",0267-8373
WORK EMPLOYMENT AND SOCIETY,"SAGE PUBLICATIONS LTD, 1 OLIVERS YARD, 55 CITY ROAD, LONDON, ENGLAND, EC1Y 1SP",0950-0170
WORK-A JOURNAL OF PREVENTION ASSESSMENT & REHABILITATION,"IOS PRESS, NIEUWE HEMWEG 6B, AMSTERDAM, NETHERLANDS, 1013 BG",1051-9815
WORKING USA-THE JOURNAL OF LABOR AND SOCIETY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",1089-7011
WORKPLACE HEALTH & SAFETY,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",2165-0799
WORKPLACE-A JOURNAL FOR ACADEMIC LABOR,"UNIV BRITISH COLUMBIA, BUCHANAN E162, 1866 MAIN MALL, VANCOUVER, CANADA, BC, V6T 1Z1",1715-0094
WORLD ALLERGY ORGANIZATION JOURNAL,"BIOMED CENTRAL LTD, 236 GRAYS INN RD, FLOOR 6, LONDON, ENGLAND, WC1X 8HL",1939-4551
WORLD AQUACULTURE,"WORLD AQUACULTURE SOC, LOUISIANA STATE UNIV, 143 J M PARKER COLISEUM, BATON ROUGE, USA, LA, 70803",1041-5602
WORLD ARCHAEOLOGY,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OX14 4RN",0043-8243
WORLD BANK ECONOMIC REVIEW,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",0258-6770
WORLD BANK RESEARCH OBSERVER,"OXFORD UNIV PRESS, GREAT CLARENDON ST, OXFORD, ENGLAND, OX2 6DP",0257-3032
WORLD CANCER RESEARCH JOURNAL,"VERDUCI PUBLISHER, VIA GREGORIO VII, ROME, ITALY, 186-00165",2372-3416
WORLD DEVELOPMENT,"PERGAMON-ELSEVIER SCIENCE LTD, THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD, ENGLAND, OX5 1GB",0305-750X
WORLD ECONOMY,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0378-5920
WORLD ENGLISHES,"WILEY-BLACKWELL, 111 RIVER ST, HOBOKEN, USA, NJ, 07030-5774",0883-2919
WORLD FAMILY MEDICINE,"MEDI+WORLD INT, 11 COLSTON AVE, SHERBROOKE, AUSTRALIA, VIC 3789",1839-0188
WORLD JOURNAL FOR PEDIATRIC AND CONGENITAL HEART SURGERY,"SAGE PUBLICATIONS INC, 2455 TELLER RD, THOUSAND OAKS, USA, CA, 91320",2150-1351
WORLD JOURNAL OF ACUPUNCTURE-MOXIBUSTION,"ELSEVIER SCIENCE BV, PO BOX 211, AMSTERDAM, NETHERLANDS, 1000 AE",1003-5257
WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,"TAYLOR & FRANCIS LTD, 2-4 PARK SQUARE, MILTON PARK, ABINGDON, ENGLAND, OXON, OR14 4RN",1562-2975
WORLD JOURNAL OF CARDIOLOGY,"BAISHIDENG PUBLISHING GROUP INC, 8226 REGENCY DR, PLEASANTON, USA, CA, 94588",1949-8462
WORLD JOURNAL OF DIABETES,"BAISHIDENG PUBLISHING GROUP INC, 8226 REGENCY DR, PLEASANTON, USA, CA, 94588",1948-9358
WORLD JOURNAL OF EMERGENCY MEDICINE,"ZHEJIANG UNIV SCH MEDICINE, FIRST AFFILIATED HOSPITAL, 79 QINGCHUN ROAD, HANGZHOU, PEOPLES R CHINA, 310003",1920-8642
WORLD JOURNAL OF EMERGENCY SURGERY,"BIOMED CENTRAL LTD, 236 GRAYS INN RD, FLOOR 6, LONDON, ENGLAND, WC1X 8HL",1749-7922
WORLD JOURNAL OF ENGINEERING,"EMERALD GROUP PUBLISHING LTD, HOWARD HOUSE, WAGON LANE, BINGLEY, ENGLAND, W YORKSHIRE, BD16 1WA",1708-5284
